#### Sala 3 #######################################################
#id	#iddato #valor	#id_siguiente
#Secreto
198	192	0	199
199	193	0	200
200	194	0	0

#### Sala 50 #########################################################
#Secretos

201	195	0	202
202	196	0	207

203	197	0	204
204	198	0	207

205	199	0	206
206	200	0	302
302	293	0	207

207	201	0	0

#### Sala 51 #########################################################
#Abrir puerta
70	65	0	71
71	66	0	72
72	70	0	73
73	71	0	304
304	295	0	0

#Secreto...
208	202	0	209
209	203	0	210
210	204	0	0

#### Sala 52 ##########################################################
#Abrir puerta
74	72	0	75
75	73	0	305
305	296	0	0

#### Sala 53 ##########################################################
#Activar teporizador...
76	76	1	0

#Inicio apertura camino
77	77	0	78
78	78	0	0

#Fin apertura camino
79	79	0	80
80	80	0	81
81	81	0	0

#Abrir puerta
82	74	0	83
83	75	0	306
306	297	0	0

#Secretos...
211	205	0	212
212	206	0	213

214	208	0	215
215	209	0	213

213	207	0	0

#Activar puzzle
615	581	0	0

#Abrir puerta, sonido, plancha
616	582	0	617
617	583	0	618
618	584	0	619
619	585	0	0

#### Sala 54 #################################
#Activar puzzle
516	479	0	0

#Abrir puerta, plancha puzzle, sonido
517	480	0	518
518	481	0	519
519	482	0	520
520	483	0	0

#### Sala 56 ##############################################
#Secretos y sonido

220	214	0	221
221	215	0	224

222	216	0	223
223	217	0	224

224	218	0	0

#### Sala 57 ##########################################
# Secreto
240	234	0	241
241	235	0	242
242	236	0	0

#### Sala 58 #################################
#Activar puzzle
620	586	0	0

#Abrir puerta, sonido, placa
621	587	0	622
622	588	0	623
623	589	0	624
624	590	0	0

#### Sala 59 ##############################
# Secreto

243	237	0	244
244	238	0	245
245	239	0	0

#Desbloqueo portales

249	243	0	250
250	244	0	251
251	245	0	252
252	246	0	253
253	247	0	254
254	248	0	0

#### Sala 60 #####################################
# Secreto
246	240	0	247
247	241	0	248
248	242	0	0

#Activar puzzle
506	469	0	0

#Abrir puzzle, desaparece puzzle, sonido...
507	470	0	508
508	471	0	509
509	472	0	510
510	473	0	0

#### Sala 75 ###########################################################
#Activar escalera
132	129	0	309
309	300	0	0

#### Sala 76 ###########################################################
#Palanca 1
139	136	186	140
140	137	186	141
141	138	186	142
142	139	186	151

#Palanca 2
143	136	186	144
144	137	186	145
145	138	186	146
146	139	186	147
147	140	186	148
148	141	186	151

#Palanca 3
149	142	186	150
150	143	186	151

#Sonido palanca
151	144	0	0

#### Sala 79 ##########################################################
#Apagar fuegos

158	152	0	159
159	153	0	290
290	284	0	0

#### Sala 82 ##########################################################

#Abrir puerta y activar (palanca 1)...
169	163	0	170
170	164	0	175

#Y apagar.
171	165	0	0

#Abrir puerta y activar (palanca 2)...
172	166	0	173
173	167	0	175

#Y apagar
174	168	0	0

#Sonido
175	169	0	0

#Palancas 1 y 2 en si mismas (activan temporizadores)
176	170	0	0
177	171	0	0

#### Sala 84 #######################################################
#Interruptor 1 on y off
184	178	0	188
188	182	197	0

185	179	0	189
189	183	196	0

#Interruptor 2 on y off
190	184	0	191
191	185	197	0

192	186	0	193
193	187	196	0

#Interruptor 3 on y off
194	188	0	195
195	189	197	0

196	190	0	197
197	191	196	0

#Abrir puerta
186	180	0	187
187	181	0	303
303	294	0	0

#### Sala 89 ###############################################
# Secreto y sonido

255	249	0	256
256	250	0	257
257	251	0	0

#### Sala 90 ##############################################
# Trampas

216	210	0	217
217	211	197	0

218	212	0	219
219	213	197	0

#### Sala 93 #############################################
#Trampas...

225	219	197	226
226	220	0	0

227	221	0	0

228	222	0	229
229	223	196	230
230	224	0	231
231	225	0	307

#Otra
232	226	197	233
233	227	0	0

234	228	0	0

235	229	0	236
236	230	196	237
237	231	0	238
238	232	0	239
239	233	0	307

#Sonidos finales...
307	298	0	0

#### Sala 96 ####################################
# Activar portal

258	252	0	259
259	253	242	260
260	254	243	261
261	255	241	308
308	299	0	0

#### Sala 97 ###################################
# Activar y desactivar plataformas
262	256	0	310
263	257	0	311

264	258	0	310
265	259	0	311

266	260	0	310
267	261	0	311

268	262	0	310
269	263	0	311

270	264	0	310
271	265	0	311

#Sonidos plataformas on y off
310	301	0	0
311	302	0	0

#### Sala 100 #################################
#Activar puzzle
312	303	0	0

#Abrir puerta
313	304	0	314
314	305	0	315
315	306	0	329
329	320	0	0

#### Sala 101 #################################
#Secreto y sonido
559	525	0	560
560	526	0	561
561	527	0	0

#Secreto y sonido.
562	528	0	563
563	529	0	561

#### Sala 103 #################################
#Activar puente, dos partes

319	310	1	320
320	311	17	321

321	312	1	322
322	313	93	323
323	314	0	0

#### Sala 104 #################################
#Iniciar puzzle
324	315	0	0

#Abrir puerta
325	316	0	326
326	317	0	327
327	318	0	328
328	319	0	0

#### Sala 106 #################################
#Activar puzzle
625	591	0	0

#Abrir puerta, sonido plancha
626	592	0	627
627	593	0	628
628	594	0	629
629	595	0	0

#### Sala 107 #################################
#Bajar rejas
399	390	0	400
400	391	0	0

#### Sala 109 ################################
#Activar puzzle
630	596	0	0

#Abrir puerta, sonido y placa
631	597	0	632
632	598	0	633
633	599	0	634
634	600	0	0

#### Sala 110 ################################
#Activar puzzle
477	442	0	0

#Abrir puerta puzzle, sonido, plancha puzzle...
478	443	0	479
479	444	0	480
480	446	0	481
481	447	0	0

#### Sala 111 ################################
#Secreto y sonido.
564	530	0	565
565	531	0	566
566	532	0	0

#### Sala 112 #################################
#Palanca, puerta y llamas
345	336	0	346
346	337	0	347
347	338	0	0

#### Sala 113 ################################
#Activar puzzle
595	561	0	0

#Abrir puzzle y tal.
596	562	0	597
597	563	0	598
598	564	0	599
599	565	0	0

#### Sala 115 #################################
#Puentes y palanca

348	339	0	349
349	340	0	350
350	341	1	351
351	342	14	352
352	343	0	0

#### Sala 116 ################################
#Activar puzzle
358	349	0	0

#Abrir puerta + desaparece puzzle + sonido
359	350	0	360
360	351	0	361
361	352	0	362
362	353	0	0

#### Sala 117 ###############################
#Secreto, sonido y aparecer la marca del secreto y desaparecer antorcha.
573	539	0	574
574	540	2	575
575	541	5	576
576	542	6	0

#### Sala 121 ################################
#Secreto y sonido
570	536	0	571
571	537	0	572
572	538	0	0

#### Sala 125 ################################
#Activar puzzle
501	464	0	0

#Abrir puerta, desparece puzzle, sonido
502	465	0	503
503	466	0	504
504	467	0	505
505	468	0	0

#Secreto
542	508	0	543
543	509	0	544
544	510	0	0

#Secreto
545	511	0	546
546	512	0	544

#### Sala 126 #############################
#Activar puzzle
472	437	0	0

#Abrir puerta, plancha puzzle y sonido
473	438	0	474
474	439	0	475
475	440	0	476
476	441	0	0

#Secreto...
547	513	0	548
548	514	0	549
549	515	0	0

#### Sala 128 ################################
#Abrir puerta... (Desde sala 129!!)

363	354	0	364
364	355	0	0

#### Sala 129 ################################
#Sonido palanca
365	356	0	363

#Secreto
550	516	0	551
551	517	0	552
552	518	0	0

#### Sala 130 ################################

#Activar puzzle
353	344	0	0

#Abrir puerta + desaparece puzzle + sonido
354	345	0	356
356	347	0	357
357	348	0	0

#### Sala 130 ################################
#Secreto...
539	505	0	540
540	506	3	541
541	507	0	0

#### Sala 132 ################################

#Activar temporizador
366	357	0	0

#Apaga llamas y reja y su sonido y enciende llamas parpadeantes.
367	358	0	368
368	359	0	369
369	360	0	375
375	366	0	0

#Reencender llamas y reja y sonido apagar parpadeo y reactivar palanca
370	361	0	371
371	362	0	372
372	363	0	373
373	364	0	376
376	367	0	0

#Activar escalera y sonido. Quitar rejas
374	365	0	401
401	392	0	0

#### Sala 133 ################################
#Secreto
536	502	0	537
537	503	2	538
538	504	0	0

#### Sala 134 ###############################
#Abrir puerta y sonido

377	368	0	378
378	369	0	379
379	370	0	0

#### Sala 137 ###############################
#Activar temporizador
387	378	0	0

#Apagar llamas 1, encender disparador 1, sonido
380	371	0	381
381	372	0	382
382	373	0	0

#Apagar disparador 1
383	374	0	0

#Encender llamas 1, reactivar interruptor 1, sonido
384	375	0	385
385	376	0	386
386	377	0	0

#Iniciar temporizador (segundo)
388	379	0	0

#Apagar llamas 2, encender disparador 2
389	380	0	390
390	381	0	391
391	382	0	0

#Apagar disparador 2
392	383	0	0

#Encender llamas 2, reactivar interruptor 2, sonido
393	384	0	394
394	385	0	395
395	386	0	0

#Secreto
533	499	0	534
534	500	0	535
535	501	0	0

#### Sala 138 ################################
#Secreto
553	519	0	554
554	520	0	555
555	521	0	0

#### Sala 139 #################################
#Encender escalera
396	387	0	0

#### Sala 140 #################################
#Encender escalera y quitar reja
397	388	0	402
402	393	0	0

#Secreto...
528	494	0	529
529	495	0	530
530	496	0	0

#### Sala 144 #################################
#Abrir puerta
403	394	0	404
404	395	0	405
405	396	0	0

#Mensaje amuleto
406	397	0	0

#### Sala 147 ################################
556	522	0	557
557	523	0	558
558	524	0	0

#### Sala 149 #################################
#Desaparecen bloques
416	407	0	417
417	408	0	420

#Aparecen bloques
418	407	1	419
419	408	186	420

#Sonido
420	409	0	0

#Activar temporizador
421	410	0	0

#### Sala 151 ################################
#Activar puzzle
511	474	0	0

#Abrir puerta, desaparece puzzle, sonido
512	475	0	513
513	476	0	514
514	477	0	515
515	478	0	0

#### Sala 155 #################################
#Activar puzzle
422	411	0	0

#Desaparece puerta + puzzle + sonido
423	412	0	424
424	413	0	425
425	414	0	426
426	415	0	0

#### Sala 157 ################################
#Activar puzzle
427	416	0	0

#Desaparece reja + puzzle + sonido
428	417	0	429
429	418	0	430
430	419	0	0


#### Sala 158 ################################
#Secreto y sonido
524	491	0	526
526	492	0	527
527	493	0	0

#### Sala 159 ################################
#Activar puzzle
431	420	0	0

#Abrir puerta + puzzle + sonido
432	421	0	433
433	422	0	434
434	423	0	435
435	424	0	0

#### Sala 161 ################################
#Plataformas móviles

#Sonido plataformas
436	434	0	0

#Activar temporizador
437	433	0	0

#Paso 1: 1 es on, resto es off y sonido.
438	425	1	439
439	426	186	440
440	427	0	441
441	428	0	442
442	429	0	443
443	430	0	444
444	431	0	445
445	432	0	436

#Paso 2
446	425	0	447
447	426	0	448
448	427	1	449
449	428	186	450
450	429	0	451
451	430	0	452
452	431	0	453
453	432	0	436

#Paso 3
454	425	0	455
455	426	0	456
456	427	0	457
457	428	0	458
458	429	1	459
459	430	186	460
460	431	0	461
461	432	0	436

#Paso 4
462	425	0	463
463	426	0	464
464	427	0	465
465	428	0	466
466	429	0	467
467	430	0	468
468	431	1	469
469	432	186	436

#Abrir puerta y sonido
470	435	0	471
471	436	0	0

#Secreto y sonido
580	546	0	581
581	547	0	582
582	548	0	0

#### Sala 164 ##############################

#Desaparecer bloques
482	448	0	483
483	449	0	484
484	450	0	0

#Aparecer bloques
485	448	1	486
486	449	186	487
487	450	0	0

#Activar temporizador...
488	451	0	0

#### Sala 165 ################################
#Secreto
567	533	0	568
568	534	0	569
569	535	0	0

#### Sala 167 ################################
#Apagar trampas y sonido palanca
494	457	0	495
495	458	0	0


#### Sala 169 ################################
#Activar puzzle
496	459	0	0

#Abrir puerta, placa puzzle, sonido
497	460	0	498
498	461	0	499
499	462	0	500
500	463	0	0

#### Sala 171 #################################
#Secreto
521	484	0	522
522	489	0	523
523	490	0	0

#### Sala 179 ################################
#Apagar llamas y sonido
531	497	0	532
532	498	0	0

###635
