#Sala entrada.
#w	h	d	id_sala	cam.est secreta
17	12	10	41	0	0

################################################################################
[F]
################################################################################
#x	y	z	comp	rep	id	pla
3	8	2	1	2	-	-
0	8	8	1	4	-	-
0	0	11	1	115	-	-
16	0	6	1	58	-	-
16	1	0	1	12	-	-

#Columnas y pedestales.
4	1	7	1	55	-	1
8	1	7	1	55	-	1
12	1	7	1	55	-	1
16	1	7	1	55	-	1

4	1	8|10	1	56	-	1
8	1	8|10	1	56	-	1
12	1	8|10	1	56	-	1
16	1	8|10	1	56	-	1

4	1	11	1	55	-	1
8	1	11	1	55	-	1
12	1	11	1	55	-	1
16	1	11	1	55	-	1

4	8	3	1	55	-	1
4	8	4|10	1	56	-	1
4	8	11	1	55	-	1

4	5	3	1	55	-	1
4	5	4|10	1	56	-	1
4	5	11	1	55	-	1

4	7	11	1	60	-	1
4	6	11	1	62	-	1

4	4	11	1	60	-	1
4	3	11	1	61	-	1
4	2	11	1	62	-	1

5	1	11	1	72	-	1
6	1	11	1	71	-	1
7	1	11	1	70	-	1

9	1	11	1	72	-	1
10	1	11	1	71	-	1
11	1	11	1	70	-	1

13	1	11	1	72	-	1
14	1	11	1	71	-	1
15	1	11	1	70	-	1

#Decoración.
#	Rampa bajada
16	4	1	-	103	-	-
16	3	0	-	103	-	-

#	Tira marrón plataformas
5|12	3	5	-	51	-	-
3	5|8	7	-	51	-	-

# Ventanas...
0	2	9	-	114	-	-
0	2	10	-	113	-	-

0	4	9	-	114	-	-
0	4	10	-	113	-	-

#Portal...
0	7|8	9|11	-	-	-	1
0	7	9|10	-	-	4	-
0	7	8	1	4	-	-

#Secreto
3	6	3	-	171	2	-
2	6	3	1	-	-	-
3	6	2	1	4	-	-

##############################################################################
[F]
################################################################################
#Entradas
1	132	148	48	1
1	34	4	112	2
1	226	4	112	3
1	242	20	16	4
1	53	100	48	5
1	4	116	144	6

#Entrada punto guardado
1	179	82	48	7

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	128	159	48	16	1	1	2	40
2	32	0	112	16	1	1	1	42
2	224	0	112	16	1	1	1	43
2	240	16	16	16	1	1	1	44
2	48	96	48	1	16	1	1	78
2	0	112	144	1	16	1	6	59

#Marcas salidas
14	128	168	48	112

#Rejas
14	224	79	48	21
14	256	79	48	21

#Sonido secreto
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	56	128	127	0	0	0	3

#Portal
#tipo	x	y	z	t.actor
14	16	129	145	76
14	16	112	145	77
14	16	112	180	78

#Sonido palanca y puerta
4	0	0	0	1	50	64	127	0	0	0	5
4	0	0	0	1	51	64	127	0	0	0	5

#Punto guardado
#tipo	x	y	z	id_entrada
14	192	80	48	25
21	195	83	52	7

################################################################################
[F]
################################################################################

#Interruptores secretos
#tipo	x	y	z	w	h	d	cadena	secreto t.cond	cadena.cond
8	64	96	48	1	16	16	155	1	0	0

#Palanca...
#tipo	x	y	z	cadena	id	t.cond	cadena.cond
7	37	131	144	54	0	0	0

#Puerta reja
#tipo	x	y	z	id	t.actor	patron	paso	activo	idon	idoff
5	240	79	48	1	27	1	0	1	0	0
