#Observatorio.
#w	h	d	id_sala	cam.est secreta
15	10	15	53	0	0

################################################################################
[F]
################################################################################
#x	y	z	comp	rep	id	pla
12	3|5	3	-	-	-	1


10	10	1	-	204	7	-
11	10	1	-	123	-	1
10	10	0	1	186	-	-
10	9	1	1	-	-	-

#Puerta puzzle
0	13|14	1|5	-	-	-	1
0	13	0	-	58	-	-
0	13	1|2	1	57	10	-
0	12	1|2	1	3	-	-

##############################################################################
[F]
################################################################################
#Entradas
1	50	196	16	1
1	210	4	48	2
1	197	34	46	3
1	163	165	16	4
1	4	210	16	5

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	48	192	16	16	1	1	2	52
2	208	0	48	16	1	1	1	54
2	192	32	40	1	16	1	1	89
2	160	160	16	16	1	1	1	90
2	0	208	16	1	16	1	1	203

#Barandas

#15
#16

14	160	128	48	15
14	176	128	48	15
14	160	160	48	15
14	176	160	48	15

14	160	128	48	16
14	160	144	48	16
14	192	128	48	16
14	192	144	48	16

14	144	128	48	44
14	144	144	48	44
14	144	160	48	44
14	144	176	48	45
14	160	176	48	45
14	176	176	48	45
14	192	176	48	45
14	208	160	48	44
14	208	144	48	44
14	208	144	48	45
14	224	144	48	45

14	144	128	64	44
14	144	144	64	44
14	144	160	64	44
14	144	176	64	45
14	160	176	64	45
14	176	176	64	45
14	192	176	64	45
14	208	160	64	44
14	208	144	64	44
14	208	144	64	45
14	224	144	64	45

14	144	128	78	16
14	144	144	78	16
14	144	160	78	16
14	144	176	78	15
14	160	176	78	15
14	176	176	78	15
14	192	176	78	15
14	208	160	78	16
14	208	144	78	16
14	208	144	78	15
14	224	144	78	15


#Decoracion
14	145	33	64	47
14	162	42	64	48
14	142	16	64	41
14	171	61	64	14

#Llamas...
#tipo	x	y	z	id	t.actor	patron	paso	activo	idon	idoff
5	112	160	16	2	1	1	0	1	0	0
5	128	160	16	2	1	1	0	1	0	0
5	112	176	16	2	1	1	0	1	0	0
5	128	176	16	2	1	1	0	1	0	0


5	112	192	16	3	1	1	0	0	0	0
5	128	192	16	3	1	1	0	0	0	0
5	128	208	16	3	1	1	0	0	0	0
5	128	224	16	3	1	1	0	0	0	0

5	162	176	16	3	1	1	0	0	0	0
5	162	192	16	3	1	1	0	0	0	0
5	162	208	16	3	1	1	0	0	0	0
5	176	176	16	3	1	1	0	0	0	0
5	176	192	16	3	1	1	0	0	0	0
5	176	208	16	3	1	1	0	0	0	0

5	208	192	16	3	1	1	0	0	0	0
5	208	208	16	3	1	1	0	0	0	0
5	208	224	16	3	1	1	0	0	0	0
5	224	192	16	3	1	1	0	0	0	0
5	224	208	16	3	1	1	0	0	0	0
5	224	224	16	3	1	1	0	0	0	0

#Palanca llamas
#tipo	x	y	z	cadena	id	t.cond	cadena.cond
7	212	149	16	76	4	0	0

#Sonido secreto
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	56	128	127	0	0	0	6

#Sonido llamas encendidas
4	0	0	0	2	55	32	127	0	0	1	0

#Sonido palanca, llamas on y off. Temporizador
4	0	0	0	1	50	90	127	0	0	0	3
4	0	0	0	1	62	40	127	0	0	0	3
4	0	0	0	1	61	40	127	0	0	0	2
4	0	0	0	2	54	64	127	0	0	0	3

#Sonido palanca y puerta...
4	0	0	0	1	50	90	127	0	0	0	8
4	0	0	0	1	51	90	127	0	0	0	8
4	0	0	0	1	51	127	127	0	0	0	11

#Arbol y flores
14	166	138	48	109
14	158	130	88	115
14	158	144	88	115
14	172	130	88	117
14	172	144	88	115

14	178	146	48	118
14	167	148	48	119
14	176	133	48	120

################################################################################
[F]
################################################################################

#Interruptores secretos
#tipo	x	y	z	w	h	d	cadena	secreto t.cond	cadena.cond
8	208	32	48	1	16	16	211	1	0	0
8	160	176	16	16	16	1	214	1	0	0

#Palanca puerta
#tipo	x	y	z	cadena	id	t.cond	cadena.cond
7	116	100	112	82	0	0	0

#Puzzle
#tipo	x	y	z	id_puz	id_cad	id
20	0	0	0	25	616	12

#19 - Interruptor invisible repetible
#tipo	x	y	z	w	h	d	id_on	id_off	t.cond	c.cond
19	16	208	16	1	16	16	615	615	0	0

#Plancha puzzle
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	16	212	20	13	101	1	0	1	0	0
