#Escalera entre plantas 0 y 1.
#w	h	d	id_sala	cam.est secreta
14	12	12	43	0	0

################################################################################
[F]
################################################################################
#x	y	z	comp	rep	id	pla
2	9	10|11	1	-	-	-
3	8	10|11	1	-	-	-

#Arcos...
4	3	11	1	60	-	2
4	2	11	1	61	-	2
4	1	11	1	62	-	2

9	3	11	1	60	-	2
9	2	11	1	61	-	2
9	1	11	1	62	-	2

5	4	11	1	72	-	2
6|7	4	11	1	71	-	2
8	4	11	1	70	-	2

3	4	11	1	70	-	1
2	4	11	1	72	-	1


#Rampas y topes
10	1|2	1	11	34	-	1
9	1|2	2	11	34	-	1
8	1|2	3	11	34	-	1

9	1|2	1	3	-	-	1
8	1|2	2	3	-	-	1
7	1|2	3	3	-	-	1

5	1|2	4	11	22	-	1
4	1|2	5	11	22	-	1
3	1|2	6	11	22	-	1

4	1|2	4	3	-	-	1
3	1|2	5	3	-	-	1
2	1|2	6	3	-	-	1

1|2	3	7	13	24	-	1
1|2	4	8	13	24	-	1
1|2	5	9	13	24	-	1

1|2	4	7	3	-	-	1
1|2	5	8	3	-	-	1
1|2	6	9	3	-	-	1

#Secreto...
0	2	1	-	191	1	-
0	2	0	-	58	-	-
0	2	2|3	-	190	-	1
0	3	1	-	192	-	1
0	3	2|3	-	190	-	1

##############################################################################
[F]
################################################################################
#Entradas
1	68	181	16	1
1	35	133	160	2
1	4	35	16	3
1	114	4	64	4
1	211	92	16	5

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	64	191	16	16	1	1	3	41
2	32	143	160	16	1	1	1	48
2	0	32	16	1	16	1	1	80
2	112	0	64	16	1	1	1	166
2	223	80	16	1	32	1	1	167

#Marcas salidas
14	64	200	16	112
14	32	152	160	112
14	230	88	16	111

#Llamas
#tipo	x	y	z	id	t.actor	patron	paso	activo	idon	idoff
5	16	64	16	0	1	1	0	1	0	0
5	32	64	16	0	1	1	0	1	0	0
5	48	64	16	0	1	1	0	1	0	0

5	16	112	16	0	1	1	0	1	0	0
5	32	112	16	0	1	1	0	1	0	0
5	48	112	16	0	1	1	0	1	0	0

5	160	64	16	0	1	1	0	1	0	0
5	176	64	16	0	1	1	0	1	0	0
5	192	64	16	0	1	1	0	1	0	0

5	160	112	16	0	1	1	0	1	0	0
5	176	112	16	0	1	1	0	1	0	0
5	192	112	16	0	1	1	0	1	0	0

#Sierras
12	90	119	16	3	4	64
11	82	119	16	4
11	140	119	16	8

12	110	71	16	3	4	64
11	82	71	16	4
11	140	71	16	8

#Sonido secreto
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	56	128	127	0	0	0	2

#Sonido ambiente llamas y sierras
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	2	55	16	127	0	0	1	0
4	0	0	0	3	66	32	127	0	1000	1	0
4	0	0	0	3	66	32	127	500	1000	1	0

#Lampara
14	87	116	122	38
14	80	118	112	90

#Sonido puzzle
4	0	0	0	1	50	32	127	0	0	0	5

################################################################################
[F]
################################################################################

#Interruptores secretos
#tipo	x	y	z	w	h	d	cadena	secreto t.cond	cadena.cond
8	16	32	16	1	16	16	163	1	0	0

#LLave
14	146	118	96	5

#Puzzle
#tipo	x	y	z	id_puz	id_cad	id
20	0	0	0	14	490	6

#19 - Interruptor invisible repetible
#tipo	x	y	z	w	h	d	id_on	id_off	t.cond	c.cond
19	112	16	64	16	16	1	489	489	0	0

#Plancha puzzle
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	115	16	70	4	100	1	0	1	0	0

