#Lateral muro tras 24
#w	h	d	id_sala	cam.est secreta
27	18	8	155	0	0

################################################################################
[F]
################################################################################

#x	y	z	comp	rep	id	pla
#tipo	x	y	z	direccion
11	348	36	160	0
11	114	36	160	0

#Sonido llamas y puzzle
#4 - Reproductor_audio, vol 0-128 pan 0-255
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	72	32	127	0	0	0	2
4	0	0	0	1	50	64	127	0	0	0	5
4	0	0	0	1	51	80	127	0	0	0	5
4	0	0	0	2	59	32	127	0	0	1	0

################################################################################
[F]
###############################################################################

#Bonus
14	146	19	160	4
14	228	19	160	4
14	308	19	160	4
14	228	52	80	105

#Puzzle
#tipo	x	y	z	id_puz	id_cad	id
20	0	0	0	9	423	3

#19 - Interruptor invisible repetible
#tipo	x	y	z	w	h	d	id_on	id_off	t.cond	c.cond
19	48	80	160	3	16	16	422	422	0	0

#Plancha puzzle
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	48	82	162	4	101	1	0	1	0	0

