#Sala sin salida bonus saltos templo
#w	h	d	id_sala	cam.est secreta
13	21	11	135	0	0

################################################################################
[F]
################################################################################

#x	y	z	comp	rep	id	pla
################################################################################
[F]
################################################################################

#Entradas
1	35	164	64	1

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	32	175	64	16	1	1	2	134

#Marcas salidas
14	32	184	64	112

##Llamas
#5 - Alternador actor genérico
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	176	96	112	0	69	24	6	1	1	2
5	176	64	128	0	69	24	5	1	1	2
5	144	64	144	0	69	24	4	1	1	2
5	112	64	160	0	69	24	3	1	1	2
5	80	64	176	0	69	24	2	1	1	2
5	80	96	192	0	69	24	1	1	1	2
5	48	96	208	0	69	24	0	1	1	2

#Sonidos llama on off
#4 - Reproductor_audio, vol 0-128 pan 0-255
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	62	32	127	0	0	0	1
4	0	0	0	1	61	32	127	0	0	0	2

################################################################################
[F]
###############################################################################

#Bonus
14	21	51	224	105
14	30	72	224	105
14	142	28	288	4
14	153	33	288	4
14	164	32	288	4
14	156	20	288	4
