#Tesoreria -1
#w	h	d	id_sala	cam.est secreta
18	10	10	47	0	0

################################################################################
[F]
################################################################################
#x	y	z	comp	rep	id	pla
14|17	0	7|8	1	4	-	-
14|17	0	9	1	66	-	-

0	3|8	7|8	1	4	-	-
0	3|8	9	1	66	-	-

0	3|4	7|8	-	47	-	-

#Muro sur
*	9	*	1	-	-	-
15	9	0	1	3	-	-
15	9	1|2	0	0	-	-

#Fixes profundidad...
10|16	5|6	3	-	126	-	1
17	5|6	3	-	-	-	1

4|14	3|4	6	-	126	-	1
15	3|4	6	-	-	-	1

#Junturas y topes
17	6	0	-	4	-	-
7	8	0	-	127	-	-
6	8	1	-	127	-	-
5	8	2	-	127	-	-
3	8	3	-	4	-	-
0	8	6	-	4	-	-
17	4	3	-	101	-	-
17	3	4	-	101	-	-
17	2	5	-	101	-	-
17	0	6	-	4	-	-

2	7	6	-	48	-	-

#Puerta con puzzle.
16	0	6	-	3	-	-
16|17	0	7|9	-	-	-	1
16	0	7|8	1	57	10	-

##############################################################################
[F]
################################################################################
#Entradas
1	244	146	16	1
1	258	4	112	2

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	240	159	16	16	1	1	3	46
2	256	0	112	16	1	1	1	202

#Marcas salidas
14	240	168	16	112

#Rejas
14	224	111	16	31
14	224	111	32	31
14	240	111	32	31

14	160	111	16	31
14	160	111	32	31
14	176	111	32	31

14	64	79	80	31
14	80	79	64	31
14	80	79	80	31

14	128	79	80	31
14	144	79	64	31
14	144	79	80	31

14	192	79	80	31
14	208	79	64	31
14	208	79	80	31

14	96	47	112	31
14	96	47	128	31
14	112	47	128	31

14	160	47	112	31
14	160	47	128	31
14	176	47	128	31

#Barandas
14	64	80	112	18
14	64	80	112	17
14	80	80	112	17
14	96	80	112	17
14	112	80	112	17
14	128	80	112	17
14	144	80	112	17
14	160	80	112	17
14	176	80	112	17
14	192	80	112	17
14	208	80	112	17
14	224	80	112	17
14	240	80	112	17

#Sonidos palanca, puerta, dardos, puerta.
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	50	64	127	0	0	0	3
4	0	0	0	1	51	64	127	0	0	0	3
4	0	0	0	1	57	32	127	0	0	0	4
4	0	0	0	1	51	127	127	0	0	0	11

################################################################################
[F]
################################################################################

#Palanca repetible
#tipo	x	y	z	cadena	c.off	t.cond.	cadena.cond
3	36	115	112	65	67	0	0

#Puertas...
#altern	x	y	z	id	t.actor	patron	paso	activo	idon	idoff
5	240	111	16	1	27	1	0	1	0	0
5	176	111	16	1	27	1	0	1	0	0
5	64	79	64	1	27	1	0	1	0	0
5	128	79	64	1	27	1	0	1	0	0
5	192	79	64	1	27	1	0	1	0	0
5	112	47	112	1	27	1	0	1	0	0
5	176	47	112	1	27	1	0	1	0	0

#Disparadores...
#tipo	x	y	z	t.proy.	patron	direc.	veloc.	paso.	activo	id	idon
13	16	52	120	5	9	4	64	0	0	2	4
13	16	52	136	5	9	4	64	0	0	2	0

13	16	68	120	5	9	4	64	3	0	2	4
13	16	68	136	5	9	4	64	3	0	2	0

#Bonus
14	195	71	64	4
14	165	107	16	4
14	167	86	64	4
14	231	21	112	105
14	201	120	16	105
14	149	123	16	105
14	46	98	112	105
14	20	119	112	105

#6 - Cofre
#tipo	x	y	z	id_pz
6	36	50	112	5

#Puzzle
#tipo	x	y	z	id_puz	id_cad	id
20	0	0	0	24	611	12

#19 - Interruptor invisible repetible
#tipo	x	y	z	w	h	d	id_on	id_off	t.cond	c.cond
19	256	16	112	16	16	1	610	610	0	0

#Plancha puzzle
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	260	16	116	13	100	1	0	1	0	0
