#Sala abismo -1.
#w	h	d	id_sala	cam.est secreta
26	10	10	46	0	0

################################################################################
[F]
################################################################################
#x	y	z	comp	rep	id	pla
11	344	47	64	1

#Sonido secreto
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	56	128	127	0	0	0	4

#Deco.
14	384	68	50	38

#Sonidos palanca, puerta, sierra
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	50	64	127	0	0	0	5
4	0	0	0	1	51	64	127	0	0	0	6
4	0	0	0	3	66	16	127	0	500	1	0

#Teletransportadores
#tipo	x	y	z	id_tel.	id_destino
#17	16	16	132	1	2
#14	16	16	128	91

#17	320	64	68	2	1
#14	320	64	64	91

#22 [*] - Actor recuperar tiempo
#tipo	x	y	z	w	h	d
22	320	96	64	8	16	16
14	320	96	64	59
14	321	98	72	106

################################################################################
[F]
################################################################################

#Interruptores secretos
#tipo	x	y	z	w	h	d	cadena	secreto t.cond	cadena.cond
8	384	48	32	1	16	16	181	1	0	0

#Interruptor no repetible
#tipo	x	y	z	cadena	id	t.cond	cadena.cond
7	276	20	128	63	0	0	0
7	325	20	64	62	0	0	0

#Puerta reja
#altern	x	y	z	id	t.actor	patron	paso	activo	idon	idoff
5	256	64	128	2	27	1	0	1	0	0

#Bonus
14	403	55	32	105
14	35	35	96	105
14	35	66	96	4
14	395	63	32	4
14	89	69	80	4
14	149	68	96	4
