#The crossings...
#w	h	d	id_sala	cam.est secreta
32	26	29	97	0	1

################################################################################
[F]
###############################################################################
#x	y	z	comp	rep	id	pla
8	3	4	-	245	-	-
8	2	5	-	245	-	-
8	1	6	-	245	-	-

4|5	5	4	-	10	-	-
4	5	5	-	10	-	-
3	5	5|6	-	10	-	-

2	5	6	-	244	-	-
3	5	4	-	244	-	-

7	5	3	-	244	-	-
8	4	3	-	245	-	-
8	5	3	-	10	-	-

0	3|5	8|10	-	10	-	-
0	5	7	-	244	-	-
0	2	11	-	156	-	-

5|8	0	8|10	-	10	-	-
8	0	7	-	245	-	-
4	0	11	-	157	-	-

1|4	2	8|19	-	20	-	-
4	1	8|19	-	20	-	-

0	2	18	-	244	-	-
0	2	19|20	-	10	-	-

4	0	16	-	245	-	-
4	0	17|20	-	10	-	-

0	1|2	21|24	-	10	-	1
1|4	0	21|24	-	10	-	1

0	1	25	-	158	-	1
3	0	25	-	157	-	1
0|2	0	25	-	10	-	1

2	0	21|22	0	0	-	-
2	0	20	-	58	-	-


#Parte 4

9|10	26	5	1	104	-	-
9|10	26	6|15	1	4	-	-

9|10	22	5	1	104	-	-
9|10	22	6|15	1	4	-	-


1|2	18	5	1	104	-	-
1|2	18	6|19	1	4	-	-

1|2	22	5	1	104	-	-
1|2	22	6|19	1	4	-	-

1|2	26	5	1	104	-	-
1|2	26	6|19	1	4	-	-

#Rampas y topes
#	Parte 1
25	28	14	11	34	-	1
24	28	14	3	-	-	-

24	28	15	11	34	-	1
23	28	15	3	-	-	-

23	28	16	11	34	-	1
22	28	16	3	-	-	-

#Parte 2
21	1|2	8	10	95	-	1
22	1|2	8	3	-	-	-

22	1|2	9	10	95	-	1
23	1|2	9	3	-	-	-

25	1|2	10	10	95	-	1
26	1|2	10	3	-	-	-

26	1|2	11	10	95	-	1
27	1|2	11	3	-	-	-

27	4	12	13	98	-	1
27	5	12	3	-	-	-

27	5	13	13	98	-	1
27	6	13	3	-	-	-

#Parte 3
5	4|5	5	11	26	-	-
4	4|5	5	3	-	-	-

4	4|5	6	11	26	-	-
3	4|5	6	3	-	-	-

3	4|5	7	11	26	-	-
2	4|5	7	3	-	-	-

#Parte 4
8	20	17	11	96	-	-
7	20	17	3	-	-	-

7	20	18	11	96	-	-
6	20	18	3	-	-	-

4	28	19	11	96	-	-
3	28	19	3	-	-	-

3	28	20	11	96	-	-
2	28	20	3	-	-	-

#Tapas y junturas
#	Parte 1
20	28	15	-	134	-	1
23	28	15	-	127	-	1
24	28	14	-	127	-	1
23	28	3	-	244	-	1
27	25	3	-	245	-	1
#25	28	13	-	127	-	1

#	Parte 2
25	2	9	-	3	-	1
26	2	10	-	3	-	1
27	4	11	-	125	-	1
27	5	12	-	125	-	1

#	Parte 4
7	20	17	-	127	-	-
8	20	16	-	127	-	-
4	28	18	-	127	-	-
3	28	19	-	127	-	-

10	25	15	-	102	-	-
10	27	15	-	103	-	-

10	21	15	-	102	-	-
10	23	15	-	103	-	-

2	25	19	-	102	-	-
2	27	19	-	103	-	-

2	21	19	-	102	-	-
2	23	19	-	103	-	-

2	17	19	-	102	-	-
2	19	19	-	103	-	-


##############################################################################
[F]
################################################################################
#Entradas
1	389	453	80	1
1	36	4	336	2

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	368	463	80	48	1	1	2	96
2	32	0	336	16	1	1	1	98

#Marcas salidas
14	384	472	80	112

#Rejas
14	256	47	128	31
14	272	47	128	31
14	320	47	128	31

14	288	48	128	30
14	288	64	128	30
14	288	80	128	30
14	288	96	128	30
14	288	112	128	30

14	320	48	128	30
14	320	64	128	30
14	320	80	128	30
14	320	96	128	30
14	320	112	128	30

#Deco
14	409	416	80	6
14	343	412	80	8

14	403	16	80	41
14	422	55	80	13
14	423	78	80	14

14	343	104	80	22
14	384	104	80	22

14	106	28	128	7

#Activadores y desactivadores de plataformas...
#tipo	x	y	z	w	h	d	id_in	id_out	repet.	activo	id
16	264	48	80	8	32	64	262	0	1	1	0
16	320	64	80	8	32	32	263	0	1	1	0

16	128	64	80	8	32	32	262	0	1	1	0
16	106	64	80	8	32	32	263	0	1	1	0

16	128	16	128	8	32	48	264	0	1	1	0
16	106	16	128	8	32	48	265	0	1	1	0

16	266	16	128	8	32	48	264	0	1	1	0
16	282	16	128	8	32	48	265	0	1	1	0

16	432	128	220	16	32	8	266	0	1	1	0
16	432	112	220	16	32	8	267	0	1	1	0

16	480	400	220	16	32	8	266	0	1	1	0
16	480	416	220	16	32	8	267	0	1	1	0

16	280	416	272	8	32	48	268	0	1	1	0
16	304	416	272	8	32	48	269	0	1	1	0

16	144	416	272	32	32	8	268	0	1	1	0
16	144	400	272	32	32	8	269	0	1	1	0

16	16	272	336	32	32	8	270	0	1	1	0
16	16	292	336	32	32	8	271	0	1	1	0

16	16	40	336	64	32	8	270	0	1	1	0
16	16	28	336	64	32	8	271	0	1	1	0


#Plataformas... Puente de parte 2 a 3
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	144	64	76	1	85	19	0	0	0	0
5	160	64	76	1	85	19	1	0	0	0
5	176	64	76	1	85	19	2	0	0	0
5	192	64	76	1	85	19	3	0	0	0
5	208	64	76	1	85	19	4	0	0	0
5	224	64	76	1	85	19	5	0	0	0
5	240	64	76	1	85	19	6	0	0	0

#Plataformas... Puente de parte 3 a 2
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	144	32	124	2	85	19	2	0	0	0
5	160	32	124	2	85	19	3	0	0	0
5	176	32	124	2	85	19	4	0	0	0
5	192	32	124	2	85	19	5	0	0	0
5	208	32	124	2	85	19	6	0	0	0
5	224	32	124	2	85	19	0	0	0	0
5	240	32	124	2	85	19	1	0	0	0

#Plataformas... Puente de parte 2 a 1
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	432	144	220	3	85	20	0	0	0	0
5	432	160	220	3	85	20	1	0	0	0
5	432	176	220	3	85	20	2	0	0	0
5	432	192	220	3	85	20	3	0	0	0
5	432	208	220	3	85	20	4	0	0	0
5	432	224	220	3	85	20	5	0	0	0
5	432	240	220	3	85	20	6	0	0	0
5	432	256	220	3	85	20	7	0	0	0

5	448	256	220	3	85	20	8	0	0	0
5	464	256	220	3	85	20	9	0	0	0

5	480	256	220	3	85	20	10	0	0	0
5	480	272	220	3	85	20	11	0	0	0
5	480	288	220	3	85	20	12	0	0	0
5	480	302	220	3	85	20	13	0	0	0
5	480	318	220	3	85	20	14	0	0	0
5	480	334	220	3	85	20	15	0	0	0
5	480	350	220	3	85	20	16	0	0	0
5	480	366	220	3	85	20	17	0	0	0

#Plataformas... Puente de parte 1 a 4
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	256	432	268	4	85	21	5	0	0	0
5	240	432	268	4	85	21	4	0	0	0
5	224	432	268	4	85	21	3	0	0	0
5	208	432	268	4	85	21	2	0	0	0
5	192	432	268	4	85	21	1	0	0	0
5	176	432	268	4	85	21	0	0	0	0

#Plataformas... Puente de parte 4 a 2
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	32	240	332	5	85	22	0	0	0	0
5	32	224	332	5	85	22	0	0	0	0
5	32	208	332	5	85	22	1	0	0	0
5	32	192	332	5	85	22	1	0	0	0
5	32	176	332	5	85	22	2	0	0	0
5	32	160	332	5	85	22	2	0	0	0
5	32	144	332	5	85	22	0	0	0	0
5	32	128	332	5	85	22	0	0	0	0
5	32	112	332	5	85	22	1	0	0	0
5	32	96	332	5	85	22	1	0	0	0
5	32	80	332	5	85	22	2	0	0	0
5	32	64	332	5	85	22	2	0	0	0


#Sonido plataformas
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	2	71	16	127	0	0	0	6


################################################################################
[F] 
################################################################################
