#id 125 ... Gran sala en L en minas.
#w	h	d	id_sala	cam.est secreta
14	19	30	125	0	0

################################################################################
[F]
################################################################################

#x	y	z	comp	rep	id	pla
4	7	6	3	-	-	-

4	7	7	12	158	-	-
4	6	7	3	-	-	-

4	6	8	12	158	-	-
4	5	8	3	-	-	-


1|3	15	9	13	159	-	-
1|2	15	9	-	258	-	-
1|3	16	9	3	-	-	-

1|3	16	10	13	159	-	-
1|2	16	10	-	258	-	-
1|3	17	10	3	-	-	-

1|3	21	11	13	159	-	-
1|2	21	11	-	258	-	-
1|3	22	11	3	-	-	-

1|3	22	12	13	159	-	-
1|2	22	12	-	258	-	-
1|3	23	12	3	-	-	-

#Tapas y junturas

#Deco
2	1|7	8	-	160	-	-

#Secreto
2	0	8	-	160	-	-
2|3	0	9|11	-	189	-	1
2	0	9	-	-	10	-

#Secreto
0	24|25	13|15	-	94	-	1
0	24	13	-	184	12	-
0	24	12	-	20	-	-


################################################################################
[F]
################################################################################

#Entradas
1	115	387	80	1 
1	163	4	80	2
1	116	211	144	3
1	4	290	176	4
1	36	4	144	5
1	4	387	208	6

#Entrada punto guardado
1	115	50	80	7

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	127	384	80	1	16	1	2	124
2	160	0	80	16	1	1	1	128
2	127	208	144	1	16	1	1	126
2	0	288	176	1	16	1	1	171
2	32	0	144	16	1	1	1	183
2	0	384	208	1	16	1	1	184

#Marcas salidas
14	136	384	80	111
14	136	208	144	111

#Deco
14	27	158	144	6
14	41	301	176	7

14	16	456	290	52
14	22	456	280	38

14	64	419	170	52
14	70	419	160	38

14	64	299	170	52
14	70	299	160	38

14	164	16	120	58
14	164	22	110	38

14	32	62	144	103

14	48	208	144	31
14	64	208	144	31
14	80	208	144	31
14	96	208	144	31

14	48	224	144	31
14	64	224	144	31
14	80	224	144	31
14	96	224	144	31

#Sonido puerta, secreto. - 4 - Reproductor_audio, vol 0-128 pan 0-255
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	50	64	127	0	0	0	4
4	0	0	0	1	56	128	127	0	0	0	11

#Punto guardado
#tipo	x	y	z	id_entrada
14	96	48	80	33
21	99	52	84	7

################################################################################
[F]
################################################################################

#Bonus
14	67	468	112	4
14	83	458	96	4
14	71	296	174	4
14	52	456	208	4
14	20	463	240	4
14	22	23	144	105
14	24	36	144	105

#Puzzle
#tipo	x	y	z	id_puz	id_cad	id
20	0	0	0	16	502	2

#19 - Interruptor invisible repetible
#tipo	x	y	z	w	h	d	id_on	id_off	t.cond	c.cond
19	16	288	180	1	16	16	501	501	0	0

#Plancha puzzle
#tipo	x	y	z	id	t.actor	patron	paso	activo	id_on	id_off
5	16	291	180	3	101	1	0	1	0	0-

#tipo	x	y	z	w	h	d	cadena	secreto t.cond	cadena.cond
8	16	384	208	1	16	16	545	1	0	0
8	32	16	144	16	16	1	542	1	0	0
