#Biblioteca
#w	h	d	id_sala	cam.est secreta
24	11	13	56	0	0

################################################################################
[F]
###############################################################################
#x	y	z	comp	rep	id	pla
13	6	3	3	-	-	-

17	9	3	16	31	-	-
17	8	3	3	-	-	-

17	5	3	17	32	-	-
17	6	3	3	-	-	-

21	9	3	16	31	-	-
21	8	3	3	-	-	-

21	5	3	17	32	-	-
21	6	3	3	-	-	-

1	3	8	12	31	-	-
1	2	8	3	-	-	-

3	1	8	11	30	-	-
2	1	8	3	-	-	-

#Muro norte y oeste
*	0	*	1	-	-	-
0	*	*	1	-	-	-

3	0	8|10	-	4	-	-
4	0	7|10	-	4	-	-
5	0	6|10	-	4	-	-

6|23	0	6|10	-	4	-	-

6|7	0	6|8	-	139	-	-
9|10	0	6|8	-	139	-	-
12|13	0	6|8	-	139	-	-
15|16	0	6|8	-	139	-	-
18|19	0	6|8	-	139	-	-

21	0	5	1	4	-	-
21	0	6|7	0	0	-	-

22	0	1|2	-	139	-	-

0	3	8|10	-	4	-	-
0	4	7|10	-	4	-	-
0	5	6|10	-	4	-	-

0	6|7	6|8	-	139	-	-
0	6|7	9|10	-	4	-	-

0	8	6|10	-	4	-	-

0	9|10	6|8	-	139	-	-
0	9|10	9|10	-	4	-	-

0	11	6|10	-	4	-	-

#Muro sur

*	12	*	1	-	-	-
19	12	1	1	3	-	1
19	12	2|3	0	-	-	-

#Fix puerta
21|23	0	6|10	-	-	-	1

#Junturas

23	0	0|4	-	4	-	-
23	0	5	-	4	-	-
0	11	5	-	4	-	-
0	0|2	10	-	4	-	- 
1|2	0	10	-	4	-	-
5	11	0	-	4	-	-

#Secretos
5	0	6	-	163	1	-
5	0	7|8	-	162	-	1
6	0	6|8	-	220	-	1
5	0	5	1	7	-	-
4	0	6	1	4	-	-

0	7	6	-	200	2	-
0	7	5	1	7	-	-
0	8	6|8	-	78	-	1
0	7	7|8	-	210	-	1
0	7	9	-	78	-	1

##############################################################################
[F]
################################################################################
#Entradas

1	309	195	32	1
1	194	36	16	2
1	339	4	96	3
1	85	4	96	4
1	4	115	96	5

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	304	207	32	16	1	1	2	55
2	192	32	16	16	1	1	1	57
2	336	0	96	16	1	1	1	58
2	80	0	96	16	1	1	1	91
2	0	112	96	1	16	1	1	92

#Marcas salidas
14	304	216	32	112

#Barandas
14	112	48	96	18
14	112	64	96	18
14	112	80	96	18
14	112	96	96	18
14	112	112	96	18
14	112	128	96	18
14	112	144	96	18
14	112	160	96	18
14	112	176	96	18

14	112	48	96	17
14	128	48	96	17
14	144	48	96	17

14	256	31	96	18

14	256	48	96	17
14	272	48	96	17
14	288	48	96	17
14	304	48	96	17
14	320	48	96	17
14	336	48	96	17
14	352	48	96	17
14	368	48	96	17

#Sonido secreto
#tipo	x	y	z	t.repr.	id_snd	volum	pan	param1	param2	activo	id
4	0	0	0	1	56	128	127	0	0	0	3

################################################################################
[F]
################################################################################

#Interruptores secretos
#tipo	x	y	z	w	h	d	cadena	secreto t.cond	cadena.cond
8	80	16	96	16	16	1	220	1	0	0
8	16	112	96	1	16	16	222	1	0	0

#Bonus
14	340	105	64	4
14	213	127	64	4
14	146	110	64	4
14	38	116	144	105


